ordinal,frameId,frameName,nodeId,nodeName,adjacentText,ancestorNames,ancestorIds,family,icon,style,fills,svg,geometryKey
63,twLlb,1C. Desktop light · Start,L2XJw8,Model symbol,MODEL Fable,1C. Desktop light · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Model configuration > Full-width model picker,twLlb/u1ulx/DlkCe/P9B3FM/U3pw6/Q3juM/DsTLs,lucide,cpu,box-sizing: border-box; flex-shrink: 0; height: 20px; width: 20px,#6D28D9,icons/lucide-cpu-78353ca31ba0.svg,lucide/cpu/78353ca31ba0
64,twLlb,1C. Desktop light · Start,QeqM6,Choose model,MODEL Fable,1C. Desktop light · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Model configuration > Full-width model picker,twLlb/u1ulx/DlkCe/P9B3FM/U3pw6/Q3juM/DsTLs,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0
65,twLlb,1C. Desktop light · Start,q02ivp,Runner dropdown,Runner claude,1C. Desktop light · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Model configuration > Runner and effort selectors > Runner picker,twLlb/u1ulx/DlkCe/P9B3FM/U3pw6/Q3juM/ZmEss/VGwLW,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 13px; width: 13px,#667084,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0
66,twLlb,1C. Desktop light · Start,F6drxC,Effort dropdown,Effort Auto,1C. Desktop light · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Model configuration > Runner and effort selectors > Effort picker,twLlb/u1ulx/DlkCe/P9B3FM/U3pw6/Q3juM/ZmEss/rC2dS,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 13px; width: 13px,#667084,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0
67,twLlb,1C. Desktop light · Start,M3Abm,Selected mode,Start,1C. Desktop light · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Run actions > Start selected — run mode > Start mode,twLlb/u1ulx/DlkCe/P9B3FM/U3pw6/L7Ka3/S6N9g/S44hLf,lucide,check,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#6D28D9,icons/lucide-check-eec82dfb4f14.svg,lucide/check/eec82dfb4f14
68,twLlb,1C. Desktop light · Start,xcxsO,Start arrow,Start task,1C. Desktop light · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Run actions > Start task primary action,twLlb/u1ulx/DlkCe/P9B3FM/U3pw6/L7Ka3/EJMZR,lucide,arrow-up,box-sizing: border-box; flex-shrink: 0; height: 19px; width: 19px,#0F172A,icons/lucide-arrow-up-0347bbb536b5.svg,lucide/arrow-up/0347bbb536b5
69,twLlb,1C. Desktop light · Start,BlIvb,Execution settings,Execution settings,1C. Desktop light · Start > Main workspace > New task workspace > Editor and execution columns > Execution settings panel > Execution heading,twLlb/u1ulx/DlkCe/P9B3FM/DvTwJ/FWwVs,lucide,sliders-horizontal,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#6D28D9,icons/lucide-sliders-horizontal-731edf23e1f1.svg,lucide/sliders-horizontal/731edf23e1f1
70,twLlb,1C. Desktop light · Start,J9ymEk,Isolation,"Changes stay in their own worktree, separate from your working directory.",1C. Desktop light · Start > Main workspace > New task workspace > Editor and execution columns > Execution settings panel > Isolation explanation,twLlb/u1ulx/DlkCe/P9B3FM/DvTwJ/WdeLx,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#6D28D9,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
71,qtABD,1D. Desktop dark · Start,cgB89,Search,Search… ⌘K,1D. Desktop dark · Start > Shared project navigation > Search tasks,qtABD/JuIyB/ybjGr,lucide,search,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-search-97566fb629e3.svg,lucide/search/97566fb629e3
72,qtABD,1D. Desktop dark · Start,tZRqN,New task icon,New task,1D. Desktop dark · Start > Shared project navigation > Workspace links > New task,qtABD/JuIyB/bb25v/qc4mQ,lucide,plus,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#D7BDFF,icons/lucide-plus-5d291bcb8254.svg,lucide/plus/5d291bcb8254
73,qtABD,1D. Desktop dark · Start,tZRqN,New task icon,All tasks,1D. Desktop dark · Start > Shared project navigation > Workspace links > All tasks,qtABD/JuIyB/bb25v/w9L9KD,lucide,layers,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-layers-bcddb17470e3.svg,lucide/layers/bcddb17470e3
74,qtABD,1D. Desktop dark · Start,sKJdH,Project,iac main,1D. Desktop dark · Start > Shared project navigation > Current project navigation > Project iac,qtABD/JuIyB/VEimT/PxWce,lucide,folder-open,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-folder-open-0bc4319b1274.svg,lucide/folder-open/0bc4319b1274
75,qtABD,1D. Desktop dark · Start,tZRqN,New task icon,Tasks,1D. Desktop dark · Start > Shared project navigation > Current project navigation > Tasks navigation,qtABD/JuIyB/VEimT/c6IKH,lucide,list-todo,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#8992A6,icons/lucide-list-todo-90fea884f26c.svg,lucide/list-todo/90fea884f26c
76,qtABD,1D. Desktop dark · Start,tZRqN,New task icon,Git,1D. Desktop dark · Start > Shared project navigation > Current project navigation > Git navigation,qtABD/JuIyB/VEimT/vF8c3,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#8992A6,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
77,qtABD,1D. Desktop dark · Start,tZRqN,New task icon,GitHub,1D. Desktop dark · Start > Shared project navigation > Current project navigation > GitHub navigation,qtABD/JuIyB/VEimT/T1sXQ,lucide,github,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#8992A6,icons/lucide-github-357f9b03fe86.svg,lucide/github/357f9b03fe86
78,qtABD,1D. Desktop dark · Start,tZRqN,New task icon,Skills,1D. Desktop dark · Start > Shared project navigation > Current project navigation > Skills navigation,qtABD/JuIyB/VEimT/aCvcs,lucide,sparkles,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#8992A6,icons/lucide-sparkles-34b3b72da68a.svg,lucide/sparkles/34b3b72da68a
79,qtABD,1D. Desktop dark · Start,tZRqN,New task icon,Workflows,1D. Desktop dark · Start > Shared project navigation > Current project navigation > Workflows navigation,qtABD/JuIyB/VEimT/WomKn,lucide,workflow,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#8992A6,icons/lucide-workflow-8a89b4882c44.svg,lucide/workflow/8a89b4882c44
80,qtABD,1D. Desktop dark · Start,tZRqN,New task icon,Settings,1D. Desktop dark · Start > Shared project navigation > Current project navigation > Settings navigation,qtABD/JuIyB/VEimT/U0WweV,lucide,settings,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#8992A6,icons/lucide-settings-6f5239928ba5.svg,lucide/settings/6f5239928ba5
81,qtABD,1D. Desktop dark · Start,cOCez,Session status,Auditing stale Ansible roles Parent · Done,1D. Desktop dark · Start > Shared project navigation > Single-project sessions > Shared parent and worker sessions > Selected parent session,qtABD/JuIyB/S8Te1i/gSVoo/z4zFw,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#74D5A1,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
82,qtABD,1D. Desktop dark · Start,cOCez,Session status,Role reference scan Worker · Done,1D. Desktop dark · Start > Shared project navigation > Single-project sessions > Shared parent and worker sessions > Workers belonging to audit > Worker hierarchy guide > Audit worker,qtABD/JuIyB/S8Te1i/gSVoo/E5FWJ/tVXld/bTWrG,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#74D5A1,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
83,qtABD,1D. Desktop dark · Start,cOCez,Session status,Delegated worker setup Parent · Needs review #218,1D. Desktop dark · Start > Shared project navigation > Single-project sessions > Shared parent and worker sessions > Delegated worker parent,qtABD/JuIyB/S8Te1i/gSVoo/xJrri,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#D7BDFF,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
84,qtABD,1D. Desktop dark · Start,r3iXr,Reference status glyph,#218,1D. Desktop dark · Start > Shared project navigation > Single-project sessions > Shared parent and worker sessions > Delegated worker parent > Session labels > Optional tracker reference line > Optional PR or issue,qtABD/JuIyB/S8Te1i/gSVoo/xJrri/F88dJ/HPxph/zfD1m,lucide,git-pull-request,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#D7BDFF,icons/lucide-git-pull-request-9ff25470d22f.svg,lucide/git-pull-request/9ff25470d22f
85,qtABD,1D. Desktop dark · Start,cOCez,Session status,Worker handoff checks Worker · Needs review #219,1D. Desktop dark · Start > Shared project navigation > Single-project sessions > Shared parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example,qtABD/JuIyB/S8Te1i/gSVoo/dcZPW/CtBMx/ynL0t,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#D7BDFF,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
86,qtABD,1D. Desktop dark · Start,r3iXr,Reference status glyph,#219,1D. Desktop dark · Start > Shared project navigation > Single-project sessions > Shared parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example > Session labels > Optional tracker reference line > Optional PR or issue,qtABD/JuIyB/S8Te1i/gSVoo/dcZPW/CtBMx/ynL0t/F88dJ/HPxph/zfD1m,lucide,git-pull-request,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#D7BDFF,icons/lucide-git-pull-request-9ff25470d22f.svg,lucide/git-pull-request/9ff25470d22f
87,qtABD,1D. Desktop dark · Start,tZRqN,New task icon,Global settings,1D. Desktop dark · Start > Shared project navigation > Global settings navigation,qtABD/JuIyB/Zbj5V,lucide,settings-2,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-settings-2-1cc665612c4e.svg,lucide/settings-2/1cc665612c4e
88,qtABD,1D. Desktop dark · Start,a8CdMw,Local execution,Your agents. Your machine.,1D. Desktop dark · Start > Shared project navigation > Local workspace status,qtABD/JuIyB/EBZYk,lucide,monitor,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-monitor-8d25db114b57.svg,lucide/monitor/8d25db114b57
89,qtABD,1D. Desktop dark · Start,afg6q,Project folder,iac / New task Isolated worktree,1D. Desktop dark · Start > Main workspace > Workspace header,qtABD/NbrDT/QPsxt,lucide,folder,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-folder-2492d9f6fc68.svg,lucide/folder/2492d9f6fc68
90,qtABD,1D. Desktop dark · Start,wNg1i,Isolated worktree indicator,iac / New task Isolated worktree,1D. Desktop dark · Start > Main workspace > Workspace header,qtABD/NbrDT/QPsxt,lucide,shield-check,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#D7BDFF,icons/lucide-shield-check-588013874c94.svg,lucide/shield-check/588013874c94
91,qtABD,1D. Desktop dark · Start,JqsQ7,Slash command,Type / for a skill or workflow,1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Task input card > Input hint,qtABD/NbrDT/xgKOw/PZY4i/tZCd0/aCSFm/XckdO,lucide,terminal,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-terminal-f35d82c7c883.svg,lucide/terminal/f35d82c7c883
92,qtABD,1D. Desktop dark · Start,r0CYF,Attach,,"1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Task input card > Attach, template, skill and dictation > Attach files button",qtABD/NbrDT/xgKOw/PZY4i/tZCd0/aCSFm/dGSwa/xMQH6,lucide,paperclip,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-paperclip-1bc12a1c61d4.svg,lucide/paperclip/1bc12a1c61d4
93,qtABD,1D. Desktop dark · Start,Xkk0G,Template icon,Template,"1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Task input card > Attach, template, skill and dictation > Template",qtABD/NbrDT/xgKOw/PZY4i/tZCd0/aCSFm/dGSwa/ujHJT,lucide,notebook-pen,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#AFB5C5,icons/lucide-notebook-pen-964a1935b419.svg,lucide/notebook-pen/964a1935b419
94,qtABD,1D. Desktop dark · Start,dwyYQ,Open template picker,Template,"1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Task input card > Attach, template, skill and dictation > Template",qtABD/NbrDT/xgKOw/PZY4i/tZCd0/aCSFm/dGSwa/ujHJT,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 13px; width: 13px,#8992A6,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0
95,qtABD,1D. Desktop dark · Start,sgNfD,Skills,Skill,"1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Task input card > Attach, template, skill and dictation > Add skill or workflow",qtABD/NbrDT/xgKOw/PZY4i/tZCd0/aCSFm/dGSwa/w9J4Js,lucide,sparkles,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-sparkles-34b3b72da68a.svg,lucide/sparkles/34b3b72da68a
96,qtABD,1D. Desktop dark · Start,t6t2zC,Open skill picker,Skill,"1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Task input card > Attach, template, skill and dictation > Add skill or workflow",qtABD/NbrDT/xgKOw/PZY4i/tZCd0/aCSFm/dGSwa/w9J4Js,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 13px; width: 13px,#8992A6,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0
97,qtABD,1D. Desktop dark · Start,a8ivUy,Dictate icon,,"1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Task input card > Attach, template, skill and dictation > Dictate",qtABD/NbrDT/xgKOw/PZY4i/tZCd0/aCSFm/dGSwa/t3JzB,lucide,mic,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#AFB5C5,icons/lucide-mic-47006fc57172.svg,lucide/mic/47006fc57172
98,qtABD,1D. Desktop dark · Start,L2XJw8,Model symbol,MODEL Fable,1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Model configuration > Full-width model picker,qtABD/NbrDT/xgKOw/PZY4i/tZCd0/FwJI7/YeEzW,lucide,cpu,box-sizing: border-box; flex-shrink: 0; height: 20px; width: 20px,#D7BDFF,icons/lucide-cpu-78353ca31ba0.svg,lucide/cpu/78353ca31ba0
99,qtABD,1D. Desktop dark · Start,QeqM6,Choose model,MODEL Fable,1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Model configuration > Full-width model picker,qtABD/NbrDT/xgKOw/PZY4i/tZCd0/FwJI7/YeEzW,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0
100,qtABD,1D. Desktop dark · Start,q02ivp,Runner dropdown,Runner claude,1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Model configuration > Runner and effort selectors > Runner picker,qtABD/NbrDT/xgKOw/PZY4i/tZCd0/FwJI7/U6MHfb/VGwLW,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 13px; width: 13px,#8992A6,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0
101,qtABD,1D. Desktop dark · Start,F6drxC,Effort dropdown,Effort Auto,1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Model configuration > Runner and effort selectors > Effort picker,qtABD/NbrDT/xgKOw/PZY4i/tZCd0/FwJI7/U6MHfb/rC2dS,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 13px; width: 13px,#8992A6,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0
102,qtABD,1D. Desktop dark · Start,M3Abm,Selected mode,Start,1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Run actions > Start selected — run mode > Start mode,qtABD/NbrDT/xgKOw/PZY4i/tZCd0/mbuPR/qhVQt/S44hLf,lucide,check,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#D7BDFF,icons/lucide-check-eec82dfb4f14.svg,lucide/check/eec82dfb4f14
103,qtABD,1D. Desktop dark · Start,xcxsO,Start arrow,Start task,1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Run actions > Start task primary action,qtABD/NbrDT/xgKOw/PZY4i/tZCd0/mbuPR/d1zdY,lucide,arrow-up,box-sizing: border-box; flex-shrink: 0; height: 19px; width: 19px,#0F172A,icons/lucide-arrow-up-0347bbb536b5.svg,lucide/arrow-up/0347bbb536b5
104,qtABD,1D. Desktop dark · Start,BlIvb,Execution settings,Execution settings,1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Execution settings panel > Execution heading,qtABD/NbrDT/xgKOw/PZY4i/VUub6/FWwVs,lucide,sliders-horizontal,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#D7BDFF,icons/lucide-sliders-horizontal-731edf23e1f1.svg,lucide/sliders-horizontal/731edf23e1f1
105,qtABD,1D. Desktop dark · Start,J9ymEk,Isolation,"Changes stay in their own worktree, separate from your working directory.",1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Execution settings panel > Isolation explanation,qtABD/NbrDT/xgKOw/PZY4i/VUub6/WdeLx,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#D7BDFF,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
106,nXpJf,Cezarion · Shared components,tZRqN,New task icon,New task,Cezarion · Shared components > Component families > Navigation masters > Navigation / Item,nXpJf/F3Adzx/u0T6Kh/En806,lucide,plus,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-plus-5d291bcb8254.svg,lucide/plus/5d291bcb8254
107,nXpJf,Cezarion · Shared components,cgB89,Search,Search… ⌘K,Cezarion · Shared components > Component families > Navigation masters > Navigation / Search,nXpJf/F3Adzx/u0T6Kh/r44Z6,lucide,search,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-search-97566fb629e3.svg,lucide/search/97566fb629e3
108,nXpJf,Cezarion · Shared components,cgB89,Search,Search… ⌘K,Cezarion · Shared components > Component families > Navigation masters > Shell / Desktop sidebar > Search tasks,nXpJf/F3Adzx/u0T6Kh/u6cYf/ybjGr,lucide,search,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-search-97566fb629e3.svg,lucide/search/97566fb629e3
109,nXpJf,Cezarion · Shared components,tZRqN,New task icon,New task,Cezarion · Shared components > Component families > Navigation masters > Shell / Desktop sidebar > Workspace links > New task,nXpJf/F3Adzx/u0T6Kh/u6cYf/bb25v/qc4mQ,lucide,plus,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#6D28D9,icons/lucide-plus-5d291bcb8254.svg,lucide/plus/5d291bcb8254
110,nXpJf,Cezarion · Shared components,tZRqN,New task icon,All tasks,Cezarion · Shared components > Component families > Navigation masters > Shell / Desktop sidebar > Workspace links > All tasks,nXpJf/F3Adzx/u0T6Kh/u6cYf/bb25v/w9L9KD,lucide,layers,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-layers-bcddb17470e3.svg,lucide/layers/bcddb17470e3
111,nXpJf,Cezarion · Shared components,sKJdH,Project,iac main,Cezarion · Shared components > Component families > Navigation masters > Shell / Desktop sidebar > Current project navigation > Project iac,nXpJf/F3Adzx/u0T6Kh/u6cYf/VEimT/PxWce,lucide,folder-open,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-folder-open-0bc4319b1274.svg,lucide/folder-open/0bc4319b1274
112,nXpJf,Cezarion · Shared components,tZRqN,New task icon,Tasks,Cezarion · Shared components > Component families > Navigation masters > Shell / Desktop sidebar > Current project navigation > Tasks navigation,nXpJf/F3Adzx/u0T6Kh/u6cYf/VEimT/c6IKH,lucide,list-todo,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#667084,icons/lucide-list-todo-90fea884f26c.svg,lucide/list-todo/90fea884f26c
113,nXpJf,Cezarion · Shared components,tZRqN,New task icon,Git,Cezarion · Shared components > Component families > Navigation masters > Shell / Desktop sidebar > Current project navigation > Git navigation,nXpJf/F3Adzx/u0T6Kh/u6cYf/VEimT/vF8c3,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#667084,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
114,nXpJf,Cezarion · Shared components,tZRqN,New task icon,GitHub,Cezarion · Shared components > Component families > Navigation masters > Shell / Desktop sidebar > Current project navigation > GitHub navigation,nXpJf/F3Adzx/u0T6Kh/u6cYf/VEimT/T1sXQ,lucide,github,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#667084,icons/lucide-github-357f9b03fe86.svg,lucide/github/357f9b03fe86
115,nXpJf,Cezarion · Shared components,tZRqN,New task icon,Skills,Cezarion · Shared components > Component families > Navigation masters > Shell / Desktop sidebar > Current project navigation > Skills navigation,nXpJf/F3Adzx/u0T6Kh/u6cYf/VEimT/aCvcs,lucide,sparkles,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#667084,icons/lucide-sparkles-34b3b72da68a.svg,lucide/sparkles/34b3b72da68a
116,nXpJf,Cezarion · Shared components,tZRqN,New task icon,Workflows,Cezarion · Shared components > Component families > Navigation masters > Shell / Desktop sidebar > Current project navigation > Workflows navigation,nXpJf/F3Adzx/u0T6Kh/u6cYf/VEimT/WomKn,lucide,workflow,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#667084,icons/lucide-workflow-8a89b4882c44.svg,lucide/workflow/8a89b4882c44
